,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,nearbyLocations,furnishDetails,features
2329,1,109,sbtl caladium,1.9,6219,3055,4,4,3,1.0,"Sector 109 Gurgaon, Gurgaon, Haryana",8.0,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Kalyan Hospital Gurgaon', 'Bhardwaj Hospital', 'Dr. Hitesh Dawar', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2330,0,43,,6.5,35400,1836,5,4,3,"Pooja Room,Servant Room","C Block Sushant Lok Phase 1, Gurgaon, Haryana",3.0,5 to 10 Year Old,"['Sector 42-43 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","['10 Fan', '5 Geyser', '26 Light', '5 AC', '1 Chimney', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']"
2331,1,77,umang winter hills,1.4,6340,2208,3,3,3,0.0,"H1004., Sector 77 Gurgaon, Gurgaon, Haryana",10.0,undefined,"['Entertainland Mall', 'Delhi Jaipur Expressway', 'Jhankar Senior Secondary School', 'Singhania University, Manesar', 'Miracles Apollo Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Eros Corporate Park', 'Hyatt Regency Gurgaon', 'Aravalli Hills']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2332,1,69,tulip violet,1.52,9632,1578,3,3,2,1.0,"B2 402, Sector 69 Gurgaon, Gurgaon, Haryana",4.0,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","['3 Wardrobe', '10 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '1 Modular Kitchen', '1 Curtains', '4 AC', '1 Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2333,1,106,paras dews,1.15,6052,1900,3,4,3,2.0,"Sector 106 Gurgaon, Gurgaon, Haryana",5.0,1 to 5 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2334,0,48,eldeco mansionz,6.4,23704,2700,4,4,3,"Servant Room,Store Room","107, Sector 48 Gurgaon, Gurgaon, Haryana",3.0,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Best Urologist Atcomplete Family Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Neelkanth Health Care', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Bones Clinic - Orthopaedics', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Meher Clinic', 'Sai Dharamraj Hospital', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Gobind Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'Central bank of india', 'Union bank of india', 'State bank of india', ""Domino's Pizza"", ""Nirula's"", 'Nook', 'Starbucks', 'Haldiram', 'India', 'Kamla International', 'Delhi Public School Primary Section']","['4 Wardrobe', '10 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '10 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
2335,1,24,lagoon apartment,3.0,12000,2500,3,4,3,0.0,"Ambience Island, Gurgaon, Haryana",2.0,5 to 10 Year Old,"['Micromax moulsari avenue metro station', 'Indusind bank cyber city metro station', 'Dlf phase 3 metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Citibank ATM', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Dental Harbour', 'Asha Multispeciality Clinic', 'R.N Clinic', 'Shri Ram Memorial Hospital', 'Darpan Skin & Mind Clinic', 'Garg Dental Care', 'RBS Dental Clinic', 'Relief Physiotherapy Clinic', ""Dr. Khullar's Dental Clinic"", 'Dental Cure and Care Centre', 'Kailash Nursing Home Gurgaon', 'Cosmodentz Dental Clinic', 'DGD Rajokari', 'Upkar Clinic', 'Shri Balaji Medical Store', 'Pharmacy', 'SP Infocity', 'PVR Cinames', 'Deutsche bank', 'Icici bank', 'Icici bank', 'Standard chartered bank', 'State bank of india', 'Machaan', 'barrique', 'The God Father', 'Food Court', ""McDonald's"", 'Mc Donalds', 'Cantine', 'Mukesh Dhaba']","['3 Wardrobe', '7 Fan', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Lift(s)']
2336,1,89,ats marigold,1.5,8571,1750,3,3,3,1.0,"Sector 89 A Gurgaon, Gurgaon, Haryana",2.0,Within 3 months,"['Reliance Trends Newtown Square Mall', 'Dwarka Expy, Sector 88', 'Euro Int School, Sector 37D, Gurugram', 'SGT University', 'Genesis Hospital', 'Indira Gandhi Intl Airport']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2337,1,102,emaar imperial gardens,1.98,9900,2000,3,3,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",9.0,1 to 5 Year Old,"['Satya The Hive Mall', 'Gurugram Road', 'Dwarka Expy', 'Gurugram Global Heights School', 'Sunrise University', 'The Signature Super Speciality Hospital', 'Indira Gandhi Intl Airport', 'Basai Dhankot Railway Station', 'Country Inn & Suites by Radisson', 'Nehru Stadium']","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '4 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
2338,1,65,emaar mgf emerald floors premier,2.7,16363,1650,3,3,3,2.0,"458, Sector 65 Gurgaon, Gurgaon, Haryana",5.0,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '3 Geyser', '12 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
2339,1,91,tarc maceo,1.9,6975,2724,4,4,3,1.0,"Sector 91 Gurgaon, Gurgaon, Haryana",9.0,1 to 5 Year Old,"['Manish Gallexie 91', 'Dwarka Expressway', 'Rao Bharat Singh International School', 'Dronacharya College of Engineering', 'Silver Streak Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Holiday Inn Sector 90', 'Manesar Golf Course', 'National Tennis Academy']",,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
2340,1,85,ss the leaf,2.13,7574,2812,4,4,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",2.0,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","['6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2341,1,89,smart world gems,1.2,8433,1423,3,3,2,0.0,"Sector 89, Sector 89 Gurgaon, Gurgaon, Haryana",2.0,undefined,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']",,
2342,0,48,eldeco mansionz,5.15,18885,2727,5,7,3,"Pooja Room,Servant Room","Sector 48 Gurgaon, Gurgaon, Haryana",2.0,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Neelkanth Health Care', 'Skin Clinic', 'Divine Look Clinic Centre', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Samvit Health Care', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sukhmani Hospital Pvt. Ltd', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Wembley estate club', 'Genius', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'Central bank of india', 'SRS Cinemas', 'SRS Cinemas', ""Domino's Pizza"", ""Nirula's"", 'Nook', 'Starbucks', 'Haldiram', 'India', 'Delhi Public School Primary Section', 'Kamla International']","['7 Fan', '1 Exhaust Fan', '4 Geyser', '15 Light', '6 AC', '1 Chimney', '1 Modular Kitchen', '5 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
2343,1,69,tulip violet,1.55,9822,1578,3,3,2,1.0,"803, Sector 69 Gurgaon, Gurgaon, Haryana",,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '12 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2344,1,72,tata primanti,4.0,16032,2495,4,5,3,1.0,"2204, Sector 72 Gurgaon, Gurgaon, Haryana",22.0,1 to 5 Year Old,"['Sector 55-56 Metro Station', 'Omaxe City Centre', 'Sohna Gurgaon Road', 'Faridabad Gurgaon Road', 'Pallavan PreSchool, Sohna Road', 'RBSM Public school', 'Polaris Hospital', 'Spaze Itech Park', 'Radisson Hotel Gurugram Sohna Road', 'SkyJumper Trampoline Park Gurgaon']","['1 Water Purifier', '1 Exhaust Fan', '6 Geyser', '1 Stove', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2345,0,26,,15.0,33200,4518,5,6,3,"Pooja Room,Study Room,Servant Room,Store Room","A Block, DLF Phase 1, Gurgaon, Haryana",3.0,5 to 10 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","['5 Wardrobe', '9 Fan', '1 Exhaust Fan', '6 Geyser', '60 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Park', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']"
2346,1,66,ireo uptown,1.5,11219,1337,2,3,3,2.0,"Sector 66 Gurgaon, Gurgaon, Haryana",1.0,1 to 5 Year Old,"['Hub 66', 'Shiksha Bharti Public School', 'VIBGYOR High School', 'Gyan Bharti Public School', 'Diamond Public School', 'Mother land public school', 'Govind Hospital', 'Kamal Hospital', 'HDFC Bank', 'Axis Bank', 'Keshav Pharmacy', 'Apollo Pharmacy', 'Creative Tennis Academy', 'Shanti Tennis Academy', 'Lotus Sports Academy']","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '12 Light', '4 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']"
2347,1,95,ramsons kshitij,0.17,544,3125,1,1,1,0.0,"Sector 95 Gurgaon, Gurgaon, Haryana",12.0,1 to 5 Year Old,"['Bangali Clinic', 'Yadav Clinic', 'Dr. J. S. Sarkar Clinic']",,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Shopping Centre']"
2348,1,35,eldeco accolade,0.78,5422,1439,2,2,2,1.0,"0001, Sohna, Gurgaon, Haryana",7.0,1 to 5 Year Old,"['Global City Centre', 'Sohna Road', 'Damdama More', 'Western Peripheral Expressway', 'GD Goenka World School', 'K.R. Mangalam University', 'Civil Hospital']","['2 Bed', '2 Wardrobe', '2 Fan', '1 Exhaust Fan', '4 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2349,1,35,signature the serenas,0.5,9406,532,2,2,2,0.0,"Sohna, Gurgaon, Haryana",6.0,0 to 1 Year Old,"['Signature Global Infinity Mall', 'Sohna Road', 'G D Goenka World\xa0School', 'GD Goenka University, Gurugram', 'Vardaan Hospital', 'Indira Gandhi International Airport', 'Country Inn & Suites By Radisson']",[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2350,1,106,paras dews,1.2,6818,1760,3,4,3,1.0,"Sector 106 Gurgaon, Gurgaon, Haryana",9.0,1 to 5 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']","['2 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2351,1,21,mittal surya vihar,0.8,7079,1130,2,2,2,0.0,"E-605, Sector 21 Gurgaon, Gurgaon, Haryana",6.0,10+ Year Old,"['HUDA Sector 23 Market', 'Citibank ATM', 'DGD', 'Deepan Hospital', 'SPUHC Samalka', 'SP Infocity', 'Icici bank', 'Oriental bank of commerce', 'Punjab national bank', 'PVR Cinames', 'Cantine', ""McDonald's"", 'Machaan', 'Mukesh Dhaba', 'Om Sweets', 'barrique', 'Swiss Cottage school']","['4 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
2352,1,74,m3m skywalk,2.45,12140,2018,3,3,3,1.0,"T2-1111, Sector 74 Gurgaon, Gurgaon, Haryana",25.0,1 to 5 Year Old,"['Omaxe Gurgaon Mall', 'Omaxe Celebration Mall', 'Gurgaon - Delhi Expy, Sector 75A', 'Kunskapsskolan School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi Intl Airport']",,"['Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
