,Unnamed: 0,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,furnishing_type,additional_room_count,luxury_score
1828,1828,1,112,experion windchants,3.29,11741,2802,3,3,3,1.0,"Tower No. 3 & 7, Sector 112 Gurgaon, Gurgaon, Haryana",2.0,New,2,1.0,152
1829,1829,1,86,microtek greenburg,1.3,8756,1485,2,2,3,1.0,"Sector 86 Gurgaon, Gurgaon, Haryana",10.0,New,0,1.0,38
1830,1830,1,86,dlf the skycourt,1.5,9740,1540,3,3,3,1.0,"H162, Sector 86 Gurgaon, Gurgaon, Haryana",18.0,New,0,1.0,174
1831,1831,1,83,vatika lifestyle homes,1.15,8214,1400,3,3,1,0.0,"Block A, Sector 83 Gurgaon, Gurgaon, Haryana",7.0,Relatively Old,2,0.0,95
1832,1832,0,82,vatika signature villas,5.0,15432,3240,4,4,3,"store room,servant room,pooja room","S Block, Sector 82 Gurgaon, Gurgaon, Haryana",3.0,New,0,3.0,24
1833,1833,1,70,shree vardhman victoria,1.63,8358,1950,3,5,3,1.0,"143, Sector 70 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,43
1835,1835,1,95,ramsons kshitij,0.19,591,3215,1,1,1,0.0,"Sector 95 Gurgaon, Gurgaon, Haryana",14.0,New,0,0.0,49
1836,1836,0,3,bhim garh kheri,1.5,7576,1980,7,2,0,0,"Sector 3, Sector 3 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
1837,1837,0,50,indepedent,10.45,38704,2700,4,5,2,"servant room,study room,pooja room","Espace Nirvana Country Gurgaon, Nirvana Country, Gurgaon, Haryana",3.0,Relatively Old,2,3.0,142
1839,1839,1,65,m3m heights,1.9,15000,1267,2,2,3,0.0,"Sector 65 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,0.0,54
1840,1840,1,92,raheja navodaya,0.85,4271,1990,3,3,3,0.0,"Sector 92 Gurgaon, Gurgaon, Haryana",2.0,New,0,0.0,100
1841,1841,1,49,vatika city,1.72,7818,2200,3,3,2,0.0,"Sector 49 Gurgaon, Gurgaon, Haryana",2.0,Old,2,0.0,144
1842,1842,1,89,ats marigold,1.85,8604,2150,3,3,3,1.0,"Sector 89 A Gurgaon, Gurgaon, Haryana",12.0,Relatively New,0,1.0,37
1843,1843,1,81,dlf the ultima,2.34,11185,2092,3,4,3,1.0,"N151, Sector 81 Gurgaon, Gurgaon, Haryana",14.0,New,1,1.0,174
1844,1844,1,95A,signature the roselia,0.45,7908,569,2,2,2,0.0,"Sector 95A Gurgaon, Gurgaon, Haryana",2.0,Relatively New,2,0.0,31
1845,1845,1,37C,ild grand centra,0.95,5220,1820,3,1,0,0.0,"Sector 37c, Delhi Gurgaon Expressway, Sector 37C Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,0
1846,1846,1,84,pivotal devaan,0.34,5831,583,2,2,1,1.0,"101, Sector 84 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,75
1847,1847,1,85,ss the leaf,2.7,7754,3482,4,4,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",23.0,Relatively New,0,0.0,21
1848,1848,1,104,puri emerald bay,1.32,8516,1550,2,2,2,0.0,"Dwarka Express Way, Sector 104 Gurgaon, Gurgaon, Haryana",10.0,New,0,0.0,128
1849,1849,1,1,hsiidc sidco aravali,0.9,3648,2467,4,4,3,0.0,"Sector 1 Imt Manesar, Gurgaon, Haryana",7.0,Relatively Old,0,0.0,0
1850,1850,0,3A,indepedent,0.4,8889,450,1,1,0,0,"Laxman Vihar, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
1851,1851,1,52,ardee city,1.5,9146,1640,4,4,3,0.0,"Sector 52 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,65
1852,1852,1,108,experion the heartsong,1.2,6825,1758,3,2,3,2.0,"901, Sector 108 Gurgaon, Gurgaon, Haryana",11.0,New,2,2.0,174
1853,1853,1,107,signature global solera,0.28,5828,480,2,2,2,0.0,"Sector 107 Gurgaon, Gurgaon, Haryana",11.0,New,0,0.0,45
1854,1854,1,61,smart world orchard,1.47,12782,1150,2,2,2,1.0,"J48d, Sector 61 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,1.0,31
1855,1855,1,83,emaar palm gardens,1.8,9474,1900,3,4,0,0.0,"Sector 83, Sector 83 Gurgaon, Gurgaon, Haryana",9.0,New,0,0.0,55
1856,1856,1,113,la vida by tata housing,2.78,11346,2450,3,3,3,2.0,"Sector 113 Gurgaon , Gurgaon, Haryana",3.0,Relatively New,0,2.0,174
1857,1857,0,57,indepedent,7.25,26852,2700,9,9,3,"servant room,others,pooja room","Sushant Lok Phase 3, Gurgaon, Haryana",3.0,Relatively New,2,3.0,49
1858,1858,1,77,umang winter hills,1.1,5296,2077,3,4,3,1.0,"Sector 77 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,49
1859,1859,1,104,godrej summit,0.82,9854,832,2,2,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,120
1860,1860,0,91,dlf new town heights,2.5,7058,3542,4,4,3,"pooja room,study room,servant room,store room","Sector 91 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,4.0,80
1861,1861,1,81,bestech park view grand spa,4.2,10000,4200,4,4,3,1.0,"Sector 81 Gurgaon, Gurgaon, Haryana",25.0,New,2,1.0,90
1862,1862,1,85,ss the leaf,1.25,7179,1741,2,2,2,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",16.0,New,2,0.0,49
1863,1863,1,49,orchid petals,1.95,9972,1955,3,3,3,0.0,"Ground Floors, Sector 49 Gurgaon, Gurgaon, Haryana",2.0,Old,2,0.0,90
1864,1864,1,47,malibu towne,2.4,10000,2400,3,3,0,0.0,"Malibu Town, Gurgaon, Haryana",7.0,Relatively Old,2,0.0,22
1865,1865,1,85,ss the leaf,1.22,13318,916,2,2,3,1.0,"Sector 85 Gurgaon, Gurgaon, Haryana",16.0,New,0,1.0,81
1866,1866,1,81,bestech park view grand spa,4.0,9523,4200,4,5,3,1.0,"Sector-81, Sector 81 Gurgaon, Gurgaon, Haryana",15.0,New,2,1.0,127
1867,1867,0,66,emaar mgf marbella,8.8,41608,2115,4,4,3,"servant room,pooja room,store room","Sector 66 Gurgaon, Gurgaon, Haryana",3.0,New,0,3.0,107
1868,1868,1,65,m3m golfestate,4.95,15906,3112,3,3,3,1.0,"1102, Sector 65 Gurgaon, Gurgaon, Haryana",10.0,New,2,1.0,82
1869,1869,1,104,ats triumph,2.3,10000,2300,3,4,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",15.0,Relatively New,0,1.0,117
1870,1870,0,5,house number b-34,0.8,8888,900,2,2,1,0,"House Number B-34, Ashok Vihar Phase 2, Gurgaon, Sector 5 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,0
1871,1871,1,84,antriksh heights,1.05,5011,2095,4,4,3,1.0,"Antriksh, Sector 84 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,1.0,66
1872,1872,1,48,vipul world floors,4.3,13870,3100,4,5,3,3.0,"C 45, Sector 48 Gurgaon, Gurgaon, Haryana",4.0,Relatively New,0,3.0,88
1873,1873,0,24,indepedent,3.5,32407,1080,5,4,3,0,"DLF Phase 3, Gurgaon, Haryana",3.0,Old,0,0.0,15
1874,1874,1,33,godrej nature plus serenity,1.39,11583,1200,3,2,3,0.0,"D1-2406, Sector-33 Sohna, Gurgaon, Haryana",23.0,Under Construction,0,0.0,105
1875,1875,0,3,indepedent,0.5,11111,450,5,3,3,0,"Ashok Vihar Phase 3 Extension, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
1876,1876,1,88A,godrej icon,1.31,8100,1617,2,2,3,1.0,"Sector 88A Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,102
1877,1877,1,88A,godrej oasis,1.5,8108,1850,3,3,2,0.0,"Sector 88A Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,47
1878,1878,1,79,supertech araville,1.35,9000,1500,2,2,3,2.0,"Naurangpur, Delhi-Jaipur Highway, Sector 79 Gurgaon, Gurgaon, Haryana",6.0,Relatively New,2,2.0,88
1879,1879,1,104,godrej summit,1.35,5000,2700,4,5,3,4.0,"Sector 104 Gurgaon, Gurgaon, Haryana",7.0,New,0,4.0,112
1880,1880,1,93,signature global orchard avenue,0.4,5479,730,2,2,0,0.0,"Sector 93, Sector 93 Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,0
1881,1881,1,66,emaar mgf the palm drive,2.8,16470,1700,3,4,3,1.0,"1202, Sector 66 Gurgaon, Gurgaon, Haryana",8.0,New,2,1.0,117
1882,1882,1,81,dlf the ultima,2.3,10936,2103,3,3,3,4.0,"R-192, Sector 81 Gurgaon, Gurgaon, Haryana",19.0,New,1,4.0,49
1883,1883,1,65,m3m heights,2.0,13957,1433,2,2,2,0.0,"Sector 65, Sector 65 Gurgaon, Gurgaon, Haryana",32.0,New,0,0.0,48
1884,1884,1,90,shree vardhman flora,0.95,6333,1500,3,3,3,1.0,"B3/901, Sector 90 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,90
1886,1886,1,109,raheja atharva,1.6,5319,3008,4,1,0,0.0,"Sector 109, Sector 109 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,0,0.0,0
1887,1887,1,89,smart world gems,1.05,9519,1103,2,2,2,2.0,"Sector 89 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,2.0,38
1888,1888,1,90,dlf regal gardens,1.79,8081,2215,4,3,3,0.0,"Sector 90 Gurgaon, Gurgaon, Haryana",10.0,Relatively Old,0,0.0,63
1889,1889,1,37D,ramprastha the edge towers,1.1,5528,1990,3,3,3,0.0,"Sector 37d, Delhi Gurgaon Expressway, Sector 37D Gurgaon, Gurgaon, Haryana",9.0,New,0,0.0,63
1890,1890,1,74,m3m skywalk,2.2,10901,2018,3,3,3,1.0,"Sector 74 Gurgaon, Gurgaon, Haryana",12.0,Relatively New,2,1.0,15
1891,1891,1,68,pareena mi casa,1.7,8500,2000,4,4,3,0.0,"2304, Sector 68 Gurgaon, Gurgaon, Haryana",23.0,Relatively New,0,0.0,88
1892,1892,0,48,vipul tatvam villa,19.5,22222,8775,5,6,3,"pooja room,study room,servant room,store room","2023, Sector 48 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,4.0,110
1893,1893,0,9,indepedent,0.35,9722,360,2,2,1,0,"Ravi Nagar, Gurgaon, Haryana",3.0,Old,0,0.0,0
1894,1894,0,43,B Block Sushant Lok Phase 1,8.25,30556,2700,5,6,3,"study room,servant room,store room,pooja room","Sushant Lok, B Block Sushant Lok Phase 1, Gurgaon, Haryana",3.0,Relatively Old,2,4.0,64
1895,1895,1,104,ats triumph,2.5,7936,3150,4,4,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,0,1.0,21
1897,1897,1,36,signature global park 4,0.72,6428,1120,3,2,3,0.0,"Sector 36 Sohna, Gurgaon, Haryana",2.0,Under Construction,0,0.0,0
1898,1898,1,82A,dlf the primus,2.55,11218,2273,4,4,3,0.0,"000, Sector 82A Gurgaon, Gurgaon, Haryana",14.0,New,1,0.0,44
1899,1899,1,102,shapoorji pallonji joyville gurugram,1.41,10307,1368,2,2,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,49
1900,1900,1,113,la vida by tata housing,3.05,15561,1960,3,4,3,1.0,"Sector 113 Gurgaon , Gurgaon, Haryana",3.0,New,0,1.0,174
1901,1901,1,82A,dlf the primus,1.59,10338,1538,3,3,3,1.0,"Sector 82a, Sector 82A Gurgaon, Gurgaon, Haryana",5.0,New,1,1.0,167
1902,1902,1,28,dlf regency park ,1.35,11992,1126,2,2,2,0.0,"DLF Phase 4, Gurgaon, Haryana",1.0,Relatively Old,0,0.0,0
1903,1903,1,92,sare crescent parc,0.5,5000,1000,2,2,2,1.0,"Sare, Sector 92 Gurgaon, Gurgaon, Haryana",2.0,New,0,1.0,72
1904,1904,1,111,puri diplomatic greens,2.58,11727,2200,3,4,2,1.0,"N/a, Sector 111 Gurgaon, Gurgaon, Haryana",10.0,Relatively Old,0,1.0,86
1905,1905,1,74,m3m skywalk,2.25,13636,1650,3,3,2,1.0,"T-03, Sector 74 Gurgaon, Gurgaon, Haryana",9.0,New,2,1.0,174
1906,1906,1,104,ramprastha city,1.3,9285,1400,3,3,2,0.0,"Dwarka Expressway Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,0.0,0
1907,1907,1,102,shapoorji pallonji joyville gurugram,2.04,14068,1450,3,3,3,0.0,"102, Sector 102 Gurgaon, Gurgaon, Haryana",1.0,New,0,0.0,72
1908,1908,1,108,experion the heartsong,1.25,9259,1350,3,3,3,2.0,"901, Sector 108 Gurgaon, Gurgaon, Haryana",1.0,New,0,2.0,174
1909,1909,1,108,experion the heartsong,0.9,7014,1283,2,3,3,1.0,"Sector 108 Gurgaon, Gurgaon, Haryana",2.0,New,0,1.0,94
1910,1910,1,33,godrej nature plus,1.2,13369,898,2,2,0,0.0,"Sector-33 Sohna, Gurgaon, Haryana",11.0,Under Construction,0,0.0,56
1911,1911,0,57,ansal florence super,3.75,23148,1620,3,4,3,"study room,servant room,store room","222, Sector 57 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,3.0,38
1912,1912,1,66,emaar mgf the palm drive,3.0,15384,1950,3,3,2,1.0,"H-1205, Sector 66 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,96
1913,1913,1,35,signature global park,0.56,6812,822,2,2,3,0.0,"M18, Sohna, Gurgaon, Haryana",3.0,Relatively New,0,0.0,81
1914,1914,1,54,shree arihant apartment,1.55,8611,1800,3,3,3,1.0,"301, Sector 54 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,109
1915,1915,0,70A,bptp astaire gardens,1.18,8137,1450,3,3,3,others,"123, Sector 70A Gurgaon, Gurgaon, Haryana",3.0,New,2,1.0,153
1916,1916,0,3A,indepedent,0.5,9259,540,5,3,2,0,"Laxman Vihar Phase 2, Gurgaon, Haryana",3.0,Old,0,0.0,0
1917,1917,1,99A,prime habitat,0.27,6049,446,2,2,1,0.0,"Sector 99A Gurgaon, Gurgaon, Haryana",10.0,New,0,0.0,67
1918,1918,1,89,smart world gems,0.88,7978,1103,2,2,0,0.0,"Sector 89, Sector 89 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,0,0.0,45
1919,1919,1,109,sbtl caladium,1.6,6286,2545,3,3,3,1.0,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,75
1920,1920,0,109,international city by sobha phase 2,6.25,10035,6228,5,7,3,"pooja room,study room,servant room,store room","A123, Sector 109 Gurgaon, Gurgaon, Haryana",3.0,New,0,4.0,147
1921,1921,0,3A,indepedent,0.7,6648,1053,3,3,0,0,"Laxman Vihar, Sector 3a, Laxman Vihar, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
1922,1922,1,95,rof anot availableda,0.55,8527,645,3,2,2,1.0,"B Tower 14 Floor, Sector 95 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,2,1.0,81
1923,1923,1,104,puri emerald bay,1.8,8823,2040,2,3,3,1.0,"Sector 104 Gurgaon, Gurgaon, Haryana",23.0,Relatively New,0,1.0,36
1924,1924,0,4,indepedent,2.3,17014,1352,4,4,3,0,"Sector 4 Gurgaon, Gurgaon, Haryana",3.0,Old,2,0.0,15
1925,1925,1,109,ats tourmaline,1.75,8139,2150,3,4,3,1.0,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,94
1926,1926,1,71,chd avenue ,0.95,7929,1198,2,2,2,0.0,"X03, Sector 71 Gurgaon, Gurgaon, Haryana",5.0,Relatively Old,2,0.0,142
1927,1927,1,69,tulip violet,1.4,8928,1568,3,3,1,1.0,"Sector 69 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,174
1928,1928,1,95,saan verdante,2.0,10178,1965,3,4,3,1.0,"Sector 95 Gurgaon, Gurgaon, Haryana",5.0,Relatively New,0,1.0,49
1929,1929,1,86,microtek greenburg,1.45,9797,1480,3,2,3,0.0,"Sector 86 Gurgaon, Gurgaon, Haryana",8.0,New,1,0.0,72
1930,1930,1,89,smart world gems,1.01,9156,1103,2,2,2,1.0,"Sector 89 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,1.0,38
1931,1931,1,68,pareena mi casa,0.92,7389,1245,2,2,3,1.0,"Sector 68 Gurgaon, Gurgaon, Haryana",5.0,Under Construction,0,1.0,50
1932,1932,1,71,chd avenue ,1.16,6655,1743,3,3,3,1.0,"Middle Floor, Sector 71 Gurgaon, Gurgaon, Haryana",5.0,Relatively Old,2,1.0,73
1933,1933,1,36A,krisumi waterfall residences,2.3,15551,1479,2,2,2,0.0,"Sector 36a, Sector 36A Gurgaon, Gurgaon, Haryana",23.0,New,0,0.0,58
1934,1934,1,81,dlf the ultima,2.3,14375,1600,3,4,3,1.0,"18th Floor Ultima, Sector 81 Gurgaon, Gurgaon, Haryana",18.0,New,1,1.0,174
1935,1935,1,79,mapsko mount ville,1.1,12732,864,3,3,3,2.0,"Sector 79 Gurgaon, Gurgaon, Haryana",22.0,New,0,2.0,135
1936,1936,1,70,tulip ivory,2.0,8333,2400,4,5,3,1.0,"Sector 70 Gurgaon, Gurgaon, Haryana",2.0,New,2,1.0,49
1937,1937,1,28,dlf regency park ,1.35,11739,1150,2,2,2,1.0,"254, DLF Phase 4, Gurgaon, Haryana",14.0,Old,0,1.0,66
1938,1938,1,85,ss the leaf,1.58,7714,2048,3,4,3,1.0,"Tower, Sector 85 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,159
1939,1939,1,104,zara aavaas,0.4,7036,569,2,2,1,0.0,"Sector 104 Gurgaon, Gurgaon, Haryana",4.0,New,0,0.0,52
1940,1940,0,76,ninex city,1.75,6250,2800,4,4,0,0,"Sector 76, Delhi Gurgaon Expressway, Sector 76 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
1941,1941,1,89,ats marigold,1.5,8500,1765,3,3,3,0.0,"Sector 89 A Gurgaon, Gurgaon, Haryana",5.0,Under Construction,0,0.0,96
1942,1942,1,92,apartment,0.75,4687,1600,3,4,3,1.0,"Sector 92 Gurgaon, Gurgaon, Haryana",2.0,Relatively Old,0,1.0,113
1943,1943,1,112,experion windchants,5.6,11529,4857,4,6,3,1.0,"0000, Sector 112 Gurgaon, Gurgaon, Haryana",15.0,Relatively Old,2,1.0,157
1944,1944,1,35,gls arawali homes,0.28,4938,567,2,2,2,0.0,"Sohna, Gurgaon, Haryana",3.0,New,2,0.0,42
1945,1945,1,53,parsvnath exotica,4.8,14680,3270,3,4,3,0.0,"D4,12a, Flat 01,gurgaon, Sector 53 Gurgaon, Gurgaon, Haryana",12.0,Relatively New,0,0.0,69
1946,1946,1,35,eldeco accolade,0.72,5735,1255,2,2,3,0.0,"0001, Sohna, Gurgaon, Haryana",8.0,New,0,0.0,153
1947,1947,0,82,indepedent,7.0,21605,3240,4,4,3,"pooja room,study room,servant room","Sector 82 Gurgaon, Gurgaon, Haryana",3.0,New,2,3.0,49
1948,1948,0,109,indepedent,1.55,6567,2360,3,2,0,0,"Sector 109, Sector 109 Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,0
1949,1949,0,26,indepedent,13.5,29880,4518,5,5,3,"pooja room,study room,servant room,others","DLF Phase 1, Gurgaon, Haryana",3.0,New,1,4.0,49
1950,1950,1,35,signature global park,0.95,7850,1210,3,2,3,0.0,"P10 3rd Floor, Sohna, Gurgaon, Haryana",3.0,Relatively New,0,0.0,85
1951,1951,0,5,indepedent,3.75,20425,1836,4,4,3,0,"URBAN ESTATE, SECTOR 5, Gurgaon, Haryana",3.0,Old,2,0.0,28
1953,1953,1,83,emaar palm gardens,1.8,9473,1900,3,4,3,4.0,"Sector 83 Gurgaon, Gurgaon, Haryana",4.0,New,2,4.0,174
1954,1954,1,112,experion windchants,3.75,13383,2802,3,5,3,1.0,"Sector 112 Gurgaon, Gurgaon, Haryana",22.0,New,2,1.0,49
1955,1955,1,81,dlf the ultima,2.26,10761,2100,3,4,3,1.0,"231, Sector 81 Gurgaon, Gurgaon, Haryana",17.0,Relatively New,1,1.0,174
1956,1956,1,84,antriksh heights,0.88,4821,1825,3,3,3,1.0,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",16.0,New,0,1.0,67
1957,1957,1,79,godrej ,1.41,9000,1567,2,2,3,1.0,"Sector 79 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,1.0,104
1958,1958,1,28,dlf regency park ,1.6,14545,1100,2,2,2,0.0,"DLF Phase 4, Gurgaon, Haryana",3.0,New,0,0.0,52
1959,1959,1,48,central park resorts,3.65,15240,2395,3,3,3,1.0,"Sohna Road, Sector 48 Gurgaon, Gurgaon, Haryana",9.0,New,2,1.0,157
1960,1960,1,35,signature global park,0.67,5537,1210,2,2,3,1.0,"001, Sohna, Gurgaon, Haryana",4.0,New,0,1.0,127
1961,1961,1,109,ats tourmaline,1.5,6976,2150,3,4,3,1.0,"F Floor, Sector 109 Gurgaon, Gurgaon, Haryana",4.0,New,0,1.0,39
1962,1962,1,104,ats triumph,2.63,9563,2750,4,4,3,1.0,"21st, Sector 104 Gurgaon, Gurgaon, Haryana",21.0,New,2,1.0,161
1963,1963,1,102,shapoorji pallonji joyville gurugram,2.03,12000,1692,3,3,2,0.0,"Sector 102 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,0,0.0,67
1964,1964,1,63A,birla navya,3.15,14632,2153,3,3,3,1.0,"Sector 63A Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,1.0,44
1965,1965,1,66,emaar mgf the palm drive,2.85,14615,1950,3,3,3,1.0,"Sector 66 Gurgaon, Gurgaon, Haryana",11.0,New,2,1.0,67
1966,1966,0,57,indepedent,3.3,19097,1728,4,4,2,store room,"074, Sushant Lok Phase 3, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,60
1967,1967,1,69,tulip violet,1.55,9822,1578,3,3,2,1.0,"B7 908, Sector 69 Gurgaon, Gurgaon, Haryana",9.0,New,2,1.0,165
1968,1968,1,99,assotech blith,0.92,6739,1365,2,2,3,0.0,"Sector 99 Gurgaon, Gurgaon, Haryana",22.0,Under Construction,0,0.0,56
1969,1969,0,49,eros rosewood city,1.6,3500,4572,4,4,3,0,"E-103, Sector 49 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,2,0.0,27
1970,1970,0,5,indepedent,3.5,15555,2250,6,5,2,"pooja room,study room,servant room,others","Sector 5 Gurgaon, Gurgaon, Haryana",3.0,Old,1,4.0,155
1971,1971,1,67,bestech park view spa next,2.7,11489,2350,4,4,3,2.0,"Middle Floor, Sector 67 Gurgaon, Gurgaon, Haryana",9.0,Relatively Old,2,2.0,149
1972,1972,1,26,suncity platinum towers,7.0,22222,3150,4,3,2,1.0,"MG Road, Gurgaon, Haryana",10.0,Relatively Old,0,1.0,31
1973,1973,1,68,m3m the marina,1.0,12500,800,2,2,3,0.0,"Sector 68 Gurgaon, Gurgaon, Haryana",21.0,New,0,0.0,31
1974,1974,1,83,vatika city homes,1.05,8571,1225,3,3,3,1.0,"Block B, Sector 83 Gurgaon, Gurgaon, Haryana",8.0,Relatively Old,2,1.0,103
1975,1975,0,50,indepedent,12.5,40611,3078,6,5,3,"study room,pooja room,servant room","Sector 50 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,3.0,23
1976,1976,0,26,arjun marg/ sector- 26 phase- 1/ golf course road,31.5,35000,9000,7,9,3,"pooja room,store room,study room,servant room","For Sale - Super Luxury 7 Bedrooms Duplex Bungalow Situated At Arjun Marg, Near Golf Course Road, DLF Phase 1, Gurgaon, Haryana",3.0,Relatively Old,1,4.0,74
1977,1977,1,12,lord krishna,2.7,8571,3150,4,3,3,0.0,"Adarsh Nagar, Sector 12a, Adarsh Nagar, Gurgaon, Haryana",6.0,New,0,0.0,0
1978,1978,1,113,la vida by tata housing,2.85,12855,2217,3,3,3,1.0,"Sector 113 Gurgaon , Gurgaon, Haryana",10.0,Relatively New,0,1.0,72
1979,1979,1,65,emaar mgf emerald floors premier,2.77,14025,1975,4,4,3,2.0,"Sector 65 Gurgaon, Gurgaon, Haryana",3.0,New,1,2.0,174
1980,1980,1,50,the close south,3.25,12810,2537,3,4,3,1.0,"Nirvana Country, Gurgaon, Haryana",4.0,Old,2,1.0,135
1981,1981,1,65,m3m heights,2.65,18492,1433,2,2,3,1.0,"Tower 6 402, Sector 65 Gurgaon, Gurgaon, Haryana",4.0,Relatively New,0,1.0,38
1982,1982,0,3,indepedent,2.95,15989,1845,4,4,3,0,"Palam Vihar, Gurgaon, Haryana",3.0,Old,0,0.0,27
1983,1983,0,109,international city by sobha phase 1,6.0,9634,6228,5,5,3,"pooja room,study room,servant room,store room","040, Sector 109 Gurgaon, Gurgaon, Haryana",3.0,New,0,4.0,160
1984,1984,1,35,signature global park,0.55,6690,822,2,2,3,0.0,"Sohna Sector 36, Sohna, Gurgaon, Haryana",3.0,New,0,0.0,58
1985,1985,1,35,signature global park,0.91,6289,1447,3,3,3,1.0,"0001, Sohna, Gurgaon, Haryana",1.0,New,0,1.0,165
1986,1986,1,104,ramprastha city,1.3,9027,1440,3,3,2,0.0,"Dwarka Expressway Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,0.0,0
1987,1987,1,50,the close north,2.92,11209,2605,3,3,3,1.0,"1002, Nirvana Country, Gurgaon, Haryana",10.0,Relatively Old,2,1.0,174
1988,1988,0,55,indepedent,2.8,18667,1500,4,4,0,0,"Sector 55, Sector 55 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,0
1990,1990,1,61,smart world orchard,2.0,12911,1549,3,3,2,1.0,"Sector 61 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,1.0,61
1991,1991,1,70A,aipl zen residences,1.4,11094,1262,2,2,2,0.0,"Sector 70a, Sector 70A Gurgaon, Gurgaon, Haryana",16.0,New,0,0.0,0
1992,1992,0,33,unitech uniworld resorts,9.5,23333,4071,5,7,3,"pooja room,study room,servant room,store room","Sector 33 Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,4.0,57
1993,1993,1,35,trisara our homes 3,0.36,5980,602,2,2,1,0.0,"Sohna, Gurgaon, Haryana",1.0,Relatively New,0,0.0,45
1994,1994,0,25,indepedent,4.45,32963,1350,4,3,3,store room,"001, DLF Phase 2, Gurgaon, Haryana",3.0,Relatively Old,0,1.0,79
1996,1996,1,70,tulip ivory,2.35,9791,2400,4,4,3,1.0,"Sector 70 Gurgaon, Gurgaon, Haryana",8.0,Relatively Old,0,1.0,108
1997,1997,1,60,ireo skyon,3.0,12484,2403,3,3,3,1.0,"507, Sector 60 Gurgaon, Gurgaon, Haryana",5.0,New,2,1.0,174
1998,1998,1,88B,vatika xpressions,0.92,7360,1250,2,2,2,1.0,"H32, Sector 88B Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,174
1999,1999,0,43,the laburnum,11.0,27160,4050,5,6,3,"pooja room,servant room","Luxury Villa, Sushant Lok Phase 1, Gurgaon, Haryana",3.0,Relatively New,2,2.0,160
2000,2000,1,35,gls arawali homes,0.26,4513,576,2,2,2,0.0,"Sohna, Gurgaon, Haryana",5.0,Relatively New,0,0.0,78
2001,2001,1,35,gls arawali homes,0.35,6076,576,2,2,2,0.0,"1204, Sohna, Gurgaon, Haryana",12.0,Relatively New,0,0.0,42
